,Decimal Latitude,Decimal Longitude,Catalog Number,Scientific Name,Family,Identified By,Collector,Collector Number,Event Date,Continent,Country,State/Province,County,Locality,Habitat,Collection Code,Institution Code,Modified,ID,Occurrence ID,Collection,Image Size,File Size,Record,Link to this Item,Manifest,Full citation,Geodetic Datum,In public portfolios,Species Header,Accepted Name,Collector and Date,Location,Notes,Type Status,Publication
0,46.2767500000,-89.4799000000,1223281,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",J. Skogerboe,2002-23,2002-07-17,North America,USA,Michigan,Gogebic,Langford Lake near boat ramp,,Angiosperms,MICH,2018-4-16,2354da28-e61c-4810-9421-07438aa51aa4,2354da28-e61c-4810-9421-07438aa51aa4,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,695 KB,1223281,"

https://quod.lib.umich.edu/h/herb00ic/x-1223281/mich-v-1223281

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223281:MICH-V-1223281

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223281/mich-v-1223281.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.2258100000,-89.2836800000,1223282,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",J. Skogerboe,2002-50,2002-07-17,North America,USA,Michigan,Gogebic,Crooked Lake near boat ramp,,Angiosperms,MICH,2018-4-16,81bd3231-f677-4183-b354-01d9dfd82e5c,81bd3231-f677-4183-b354-01d9dfd82e5c,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,479 KB,1223282,"

https://quod.lib.umich.edu/h/herb00ic/x-1223282/mich-v-1223282

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223282:MICH-V-1223282

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223282/mich-v-1223282.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,43.6975000000,-83.5023600000,1223283,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Barbara J. Madsen,371a,1990-08-22,North America,USA,Michigan,Tuscola,"Fish Point Marsh,  T15N R8E, sw 1/4 sec. 14",submersed,Angiosperms,MICH,2018-4-16,57971a4f-306f-4def-8e1f-2e01bbfedad0,57971a4f-306f-4def-8e1f-2e01bbfedad0,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,669 KB,1223283,"

https://quod.lib.umich.edu/h/herb00ic/x-1223283/mich-v-1223283

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223283:MICH-V-1223283

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223283/mich-v-1223283.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.8584000000,-84.8690000000,1223284,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Edward G. Voss,16662,1999-06-19,North America,USA,Michigan,Mackinac,"at dock near lighthouse,  St. Helena Island.","Common, rooted in sandy substrate in Straits of Mackinac in ca. 10"" water",Angiosperms,MICH,2018-4-16,c9f5ed53-e453-4786-97df-0e3f43b67825,c9f5ed53-e453-4786-97df-0e3f43b67825,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,560 KB,1223284,"

https://quod.lib.umich.edu/h/herb00ic/x-1223284/mich-v-1223284

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223284:MICH-V-1223284

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223284/mich-v-1223284.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1223285,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Robert V. Dietrich,I-120,2001-09-18,North America,USA,Michigan,Isabella,Wise Township  T.16N R.3W Sec. 7,small lake (near shore) aquatic,Angiosperms,MICH,2018-4-16,592dc1fe-f528-4510-839e-7e60a194dd79,592dc1fe-f528-4510-839e-7e60a194dd79,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,555 KB,1223285,"

https://quod.lib.umich.edu/h/herb00ic/x-1223285/mich-v-1223285

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223285:MICH-V-1223285

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223285/mich-v-1223285.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.6911900000,-84.7799500000,1223286,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Edward G. Voss,16197,1991-09-13,North America,USA,Michigan,Emmet,along west shore of Carp Lake at Public Access site.,fragments frequent (with M. sibiricum and other aquatics) in drift,Angiosperms,MICH,2018-4-16,438aefc9-67ae-40fe-9fcc-ee687b4055cd,438aefc9-67ae-40fe-9fcc-ee687b4055cd,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,756 KB,1223286,"

https://quod.lib.umich.edu/h/herb00ic/x-1223286/mich-v-1223286

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223286:MICH-V-1223286

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223286/mich-v-1223286.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",WGS84,,,,,,,,
0,42.0661860000,-84.1612210000,1223287,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Robert W. Smith,2748,1988-08-28,North America,USA,Michigan,Lenawee,"Cambridge Twp., NW side of Iron Lake",shallow water,Angiosperms,MICH,2018-4-16,6d0dbeed-1fad-4281-92ce-71127bd8bbcf,6d0dbeed-1fad-4281-92ce-71127bd8bbcf,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,565 KB,1223287,"

https://quod.lib.umich.edu/h/herb00ic/x-1223287/mich-v-1223287

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223287:MICH-V-1223287

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223287/mich-v-1223287.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.0521240000,-84.1610340000,1223288,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Robert W. Smith,2685,1988-07-24,North America,USA,Michigan,Lenawee,"Cambridge Twp., on SE side of Kellys Lake",in water,Angiosperms,MICH,2018-4-16,eccc96e7-b410-4db9-a447-02eed0b18b65,eccc96e7-b410-4db9-a447-02eed0b18b65,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,653 KB,1223288,"

https://quod.lib.umich.edu/h/herb00ic/x-1223288/mich-v-1223288

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223288:MICH-V-1223288

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223288/mich-v-1223288.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,41.8352300000,-84.2452440000,1223289,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Robert W. Smith,2816,1988-09-04,North America,USA,Michigan,Lenawee,"Hudson Twp., at SW shore of NE arm of Hudson Lake",shallow water,Angiosperms,MICH,2018-4-16,d7356ed7-9401-4325-98e4-95282dc6ef43,d7356ed7-9401-4325-98e4-95282dc6ef43,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,565 KB,1223289,"

https://quod.lib.umich.edu/h/herb00ic/x-1223289/mich-v-1223289

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223289:MICH-V-1223289

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223289/mich-v-1223289.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.2454000000,-83.2904400000,1223290,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",William W. Brodovich,1036,1992-08-21,North America,USA,Michigan,Wayne,"City of Taylor T:03S R:10E S:07 Sub-S: S1/2 of NE1/4 of SE1/4  Ca. 240 meters west of Beech-Daly Road and 600 meters north of Wick Road,",On unconsolidated silty soil in ca. 25 centimeters of water in a 3-year- old man-made pond,Angiosperms,MICH,2018-4-16,b0aa4cc4-92f2-44e1-a0f4-9667b66d119a,b0aa4cc4-92f2-44e1-a0f4-9667b66d119a,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,928 KB,1223290,"

https://quod.lib.umich.edu/h/herb00ic/x-1223290/mich-v-1223290

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223290:MICH-V-1223290

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223290/mich-v-1223290.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.0000000000,-83.6666700000,1223291,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Edward G. Voss,16429,1994-09-16,North America,USA,Michigan,Chippewa,"DRUMMOND ISLAND, near NW end of bridge to Meade Island.","fragments frequent, drifting in water of Scammon Cove along shore,",Angiosperms,MICH,2018-4-16,881301cd-17f4-4ae3-95e6-5bd7adf6ea38,881301cd-17f4-4ae3-95e6-5bd7adf6ea38,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,517 KB,1223291,"

https://quod.lib.umich.edu/h/herb00ic/x-1223291/mich-v-1223291

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223291:MICH-V-1223291

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223291/mich-v-1223291.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,44.7149980000,-86.1268430000,1223292,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Brian T. Hazlett,4782,1987-07-11,North America,USA,Michigan,Benzie,"Sleeping Bear Dunes National Lakeshore, Platte River near outlet of Mud Lake",,Angiosperms,MICH,2018-4-16,010a42b5-1bde-4dc7-92ee-4ab831a2d1aa,010a42b5-1bde-4dc7-92ee-4ab831a2d1aa,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,868 KB,1223292,"

https://quod.lib.umich.edu/h/herb00ic/x-1223292/mich-v-1223292

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223292:MICH-V-1223292

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223292/mich-v-1223292.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.4773560000,-85.7745370000,1223293,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Brian T. Hazlett,4798,1987-08-13,North America,USA,Michigan,Leelanau,North Fox Island near Fish Shanty,Coastal pool behind gravel beach,Angiosperms,MICH,2018-4-16,65a9767d-89a1-4299-bba1-d0bc86d84bf4,65a9767d-89a1-4299-bba1-d0bc86d84bf4,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,898 KB,1223293,"

https://quod.lib.umich.edu/h/herb00ic/x-1223293/mich-v-1223293

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223293:MICH-V-1223293

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223293/mich-v-1223293.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.4258800000,-83.7665600000,1223294,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Edward G. Voss,14074,1972-09-13,North America,USA,Michigan,Washtenaw,"Northfield Tp., in Whitmore Lake","locally abundant, noted elsewhere in Lake, much more common than two or more years previously",Angiosperms,MICH,2018-4-16,ff7a2089-518a-4977-9fcd-906b17a4c57a,ff7a2089-518a-4977-9fcd-906b17a4c57a,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,717 KB,1223294,"

https://quod.lib.umich.edu/h/herb00ic/x-1223294/mich-v-1223294

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223294:MICH-V-1223294

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223294/mich-v-1223294.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.7563840000,-85.0809430000,1223295,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Edward G. Voss,15775,1985-08-21,North America,USA,Michigan,Chippewa,"This fragment washed up on beach of Lake Superior, ca. 3.5 mi. E of Vermilion",,Angiosperms,MICH,2018-4-16,f43c7a7f-8367-4afe-95aa-d03149b62ba1,f43c7a7f-8367-4afe-95aa-d03149b62ba1,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,417 KB,1223295,"

https://quod.lib.umich.edu/h/herb00ic/x-1223295/mich-v-1223295

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223295:MICH-V-1223295

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223295/mich-v-1223295.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,44.6341600000,-84.7780900000,1223296,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Phyllis J. Higman,480,1993-10-20,North America,USA,Michigan,Crawford,"SE end of Lake Margrethe just N of Camp Grayling beach (4 mi SW of Grayling).  T26N R04W, Sec. 22;","Submergent Marsh; in 1-2 ft of water over sand, approx. 25 ft from shore, full sun. Occasional.",Angiosperms,MICH,2018-4-16,b0128370-3b59-45b5-aac2-dc959ed323d8,b0128370-3b59-45b5-aac2-dc959ed323d8,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,580 KB,1223296,"

https://quod.lib.umich.edu/h/herb00ic/x-1223296/mich-v-1223296

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223296:MICH-V-1223296

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223296/mich-v-1223296.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",WGS84,,,,,,,,
0,,,1223297,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Don W. Schloesser,001,1978-08-24,North America,USA,Michigan,St. Clair,mouth of North Channel of the St. Clair River,in water at mouth of river,Angiosperms,MICH,2018-4-16,ebdf41f5-05ee-4962-957e-c3653f8189b1,ebdf41f5-05ee-4962-957e-c3653f8189b1,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,619 KB,1223297,"

https://quod.lib.umich.edu/h/herb00ic/x-1223297/mich-v-1223297

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223297:MICH-V-1223297

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223297/mich-v-1223297.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.5888670000,-84.1555770000,1223298,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",C. Barre Hellquist,15539,1985-08-10,North America,USA,Michigan,Presque Isle,"Bearinger Twp., Hammond Bay Refuge Harbor",Washed ashore,Angiosperms,MICH,2018-4-16,c82e8226-ce14-4974-8a7c-db687c52ce38,c82e8226-ce14-4974-8a7c-db687c52ce38,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,546 KB,1223298,"

https://quod.lib.umich.edu/h/herb00ic/x-1223298/mich-v-1223298

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223298:MICH-V-1223298

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223298/mich-v-1223298.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,44.7094830000,-86.1302860000,1223299,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Brian T. Hazlett,4358,1986-07-26,North America,USA,Michigan,Benzie,"Sleeping Bear Dunes National Lakeshore, Loon Lake",,Angiosperms,MICH,2018-4-16,24e7e425-a35b-4dca-92ef-879ff2d962f3,24e7e425-a35b-4dca-92ef-879ff2d962f3,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,912 KB,1223299,"

https://quod.lib.umich.edu/h/herb00ic/x-1223299/mich-v-1223299

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223299:MICH-V-1223299

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223299/mich-v-1223299.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1223300,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Brian T. Hazlett,4699,1986-08-18,North America,USA,Michigan,Leelanau,"Sleeping Bear Dunes National Lakeshore, North Bar Lake",,Angiosperms,MICH,2018-4-16,fbe82650-09a8-44ae-83e7-25db761cc863,fbe82650-09a8-44ae-83e7-25db761cc863,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,592 KB,1223300,"

https://quod.lib.umich.edu/h/herb00ic/x-1223300/mich-v-1223300

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223300:MICH-V-1223300

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223300/mich-v-1223300.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.4258800000,-83.7665600000,1223301,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Edward G. Voss,13544A,1970-09-09,North America,USA,Michigan,Washtenaw,"Northfield Tp, boat well at ""The Harbor"" on Whitmore Lake",abundant in dirty water of boat well,Angiosperms,MICH,2018-4-16,cfb58bdc-460f-4734-8516-5d6fc00da941,cfb58bdc-460f-4734-8516-5d6fc00da941,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,587 KB,1223301,"

https://quod.lib.umich.edu/h/herb00ic/x-1223301/mich-v-1223301

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223301:MICH-V-1223301

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223301/mich-v-1223301.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,41.9049600000,-83.3720700000,1223302,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Edward G. Voss,14522,1974-09-19,North America,USA,Michigan,Monroe,on S side of railroad near Raisin River on W side of I-75 bridge in Monroe,abundant in pond,Angiosperms,MICH,2018-4-16,20de761f-9a21-4bb0-9248-31bb93f020e4,20de761f-9a21-4bb0-9248-31bb93f020e4,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,631 KB,1223302,"

https://quod.lib.umich.edu/h/herb00ic/x-1223302/mich-v-1223302

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223302:MICH-V-1223302

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223302/mich-v-1223302.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.5300600000,-83.6650100000,1223303,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Edward G. Voss,14082,1972-09-25,North America,USA,Michigan,Oakland,"Milford Tp., W end of Kent Lake, ca. 6 mi. SW of Milford",locally abundant,Angiosperms,MICH,2018-4-16,8fe0ec6c-4d96-4d17-b07f-1e69c95108c8,8fe0ec6c-4d96-4d17-b07f-1e69c95108c8,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,634 KB,1223303,"

https://quod.lib.umich.edu/h/herb00ic/x-1223303/mich-v-1223303

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223303:MICH-V-1223303

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223303/mich-v-1223303.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.6398420000,-84.4433890000,1223304,"
Myriophyllum spicatum
",Haloragaceae,"Robin W. Scribailo, Mitchell S. Alix",Edward G. Voss,15995,1988-07-27,North America,USA,Michigan,Cheboygan,"Eastern city limits of Cheboygan, ca. 2 mi. E of center of town, at N end of Butler Rd",locally established at mouth of large drainage ditch in cattail marsh in Duncan Bay,Angiosperms,MICH,2018-4-16,ab47df7b-0ac7-496e-8b10-3daa95cef6c0,ab47df7b-0ac7-496e-8b10-3daa95cef6c0,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,913 KB,1223304,"

https://quod.lib.umich.edu/h/herb00ic/x-1223304/mich-v-1223304

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1223304:MICH-V-1223304

content_copy


","


""Myriophyllum spicatum"". 
https://quod.lib.umich.edu/h/herb00ic/x-1223304/mich-v-1223304.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
